"","IsCanceled","LeadTime","ArrivalDateYear","ArrivalDateMonth","ArrivalDateWeekNumber","ArrivalDateDayOfMonth","StaysInWeekendNights","StaysInWeekNights","Adults","Children","Babies","Meal","Country","MarketSegment","DistributionChannel","IsRepeatedGuest","PreviousCancellations","PreviousBookingsNotCanceled","ReservedRoomType","AssignedRoomType","BookingChanges","DepositType","Agent","Company","DaysInWaitingList","CustomerType","ADR","RequiredCarParkingSpaces","TotalOfSpecialRequests","ReservationStatus","ReservationStatusDate","ID"
"19448",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19449",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19450",1,189,2016,"October",44,28,1,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Canceled",2016-09-06,"city"
"19451",1,249,2016,"October",44,28,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,0,"Canceled",2016-04-30,"city"
"19452",1,229,2016,"October",44,28,1,2,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128.7,0,0,"Canceled",2016-04-28,"city"
"19453",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19454",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19455",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19456",1,189,2016,"October",44,28,1,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Canceled",2016-09-26,"city"
"19457",1,189,2016,"October",44,28,1,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Canceled",2016-09-26,"city"
"19458",1,189,2016,"October",44,28,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,3,"No-Show",2016-10-28,"city"
"19459",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19460",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19461",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19462",1,205,2016,"October",44,28,1,2,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,3,"Canceled",2016-10-01,"city"
"19463",1,189,2016,"October",44,28,1,2,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",109.8,0,0,"Canceled",2016-09-06,"city"
"19464",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19465",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19466",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19467",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19468",1,249,2016,"October",44,28,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,0,"Canceled",2016-04-30,"city"
"19469",1,247,2016,"October",44,28,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",0,"Transient",110,0,0,"Canceled",2016-03-15,"city"
"19470",1,250,2016,"October",44,28,2,2,2,0,0,"BB","SVK","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,0,"Canceled",2016-05-21,"city"
"19471",1,33,2016,"October",44,28,2,2,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109,0,1,"Canceled",2016-10-02,"city"
"19472",1,275,2016,"October",44,28,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,1,"Canceled",2016-07-03,"city"
"19473",1,80,2016,"October",44,28,2,2,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",160.65,0,1,"Canceled",2016-10-11,"city"
"19474",1,250,2016,"October",44,28,2,2,2,0,0,"BB","SVK","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,0,"Canceled",2016-05-21,"city"
"19475",1,175,2016,"October",44,28,2,2,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",162.9,0,0,"Canceled",2016-05-30,"city"
"19476",1,175,2016,"October",44,28,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","8","NULL",0,"Transient",104.4,0,0,"Canceled",2016-05-09,"city"
"19477",1,172,2016,"October",44,28,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","8","NULL",0,"Transient",104.4,0,0,"Canceled",2016-07-17,"city"
"19478",1,207,2016,"October",44,28,2,2,1,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",85.5,0,0,"Canceled",2016-04-05,"city"
"19479",1,247,2016,"October",44,28,2,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",70.03,0,1,"No-Show",2016-10-28,"city"
"19480",1,145,2016,"October",44,28,2,5,2,1,0,"BB","HUN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",106.71,0,2,"Canceled",2016-10-04,"city"
"19481",1,15,2016,"October",44,28,4,10,2,1,0,"BB","AGO","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14","NULL",0,"Transient",178.57,0,0,"Canceled",2016-10-13,"city"
"19482",1,192,2016,"October",44,28,2,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",164.63,0,0,"Canceled",2016-05-03,"city"
"19483",1,8,2016,"October",44,29,0,1,2,0,0,"BB","ITA","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14","NULL",0,"Transient",239,0,0,"Canceled",2016-10-24,"city"
"19484",1,222,2016,"October",44,29,0,1,2,2,0,"HB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",219.6,0,0,"No-Show",2016-10-29,"city"
"19485",1,222,2016,"October",44,29,0,1,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",168.3,0,0,"Canceled",2016-03-21,"city"
"19486",1,4,2016,"October",44,29,0,1,1,0,0,"BB","PRT","Aviation","Corporate",0,0,0,"D","D",0,"No Deposit","NULL","153",0,"Transient",110,0,0,"Canceled",2016-10-27,"city"
"19487",1,160,2016,"October",44,29,0,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,0,"Canceled",2016-06-24,"city"
"19488",1,13,2016,"October",44,29,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,1,"Canceled",2016-10-20,"city"
"19489",1,0,2016,"October",44,29,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",150,0,0,"Canceled",2016-10-29,"city"
"19490",1,15,2016,"October",44,29,1,1,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",220,0,0,"Canceled",2016-10-20,"city"
"19491",1,34,2016,"October",44,29,1,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109,0,1,"Canceled",2016-09-26,"city"
"19492",1,16,2016,"October",44,29,1,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,1,"Canceled",2016-10-23,"city"
"19493",1,34,2016,"October",44,29,1,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",109,0,1,"Canceled",2016-09-26,"city"
"19494",1,54,2016,"October",44,29,1,1,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89.1,0,2,"Canceled",2016-10-22,"city"
"19495",1,52,2016,"October",44,29,1,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",99,0,1,"Canceled",2016-10-22,"city"
"19496",1,53,2016,"October",44,29,1,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",107.1,0,1,"Canceled",2016-09-17,"city"
"19497",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19498",1,287,2016,"October",44,29,2,1,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",105.3,0,1,"Canceled",2016-10-26,"city"
"19499",1,7,2016,"October",44,29,2,1,2,0,0,"SC","NGA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",126.67,0,1,"Canceled",2016-10-22,"city"
"19500",1,54,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","132","NULL",0,"Transient",95,0,1,"Canceled",2016-10-18,"city"
"19501",1,23,2016,"October",44,29,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,0,"Canceled",2016-10-07,"city"
"19502",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19503",1,12,2016,"October",44,29,2,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",129,0,2,"Canceled",2016-10-22,"city"
"19504",1,10,2016,"October",44,29,2,1,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",120,0,3,"Canceled",2016-10-29,"city"
"19505",1,128,2016,"October",44,29,2,1,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",123.3,0,1,"Canceled",2016-10-21,"city"
"19506",1,18,2016,"October",44,29,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,1,"Canceled",2016-10-25,"city"
"19507",1,194,2016,"October",44,29,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,2,"Canceled",2016-10-06,"city"
"19508",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19509",1,219,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",96.3,0,1,"Canceled",2016-10-19,"city"
"19510",1,197,2016,"October",44,29,2,1,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",128.7,0,0,"Canceled",2016-04-18,"city"
"19511",1,109,2016,"October",44,29,2,1,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",159.9,0,0,"Canceled",2016-08-02,"city"
"19512",1,18,2016,"October",44,29,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,1,"Canceled",2016-10-25,"city"
"19513",1,57,2016,"October",44,29,2,1,2,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",141.3,0,1,"Canceled",2016-09-25,"city"
"19514",1,8,2016,"October",44,29,2,1,2,0,0,"SC","NGA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",126.67,0,1,"Canceled",2016-10-26,"city"
"19515",1,54,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","132","NULL",0,"Transient",95,0,1,"Canceled",2016-10-18,"city"
"19516",1,104,2016,"October",44,29,2,1,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",159.9,0,0,"Canceled",2016-07-17,"city"
"19517",1,128,2016,"October",44,29,2,1,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",123.3,0,1,"Canceled",2016-10-21,"city"
"19518",1,253,2016,"October",44,29,2,1,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",65.83,0,0,"Canceled",2016-02-24,"city"
"19519",1,16,2016,"October",44,29,2,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",140,0,2,"Canceled",2016-10-24,"city"
"19520",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19521",1,248,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",74.15,0,0,"Canceled",2016-02-24,"city"
"19522",1,18,2016,"October",44,29,2,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",120,0,1,"Canceled",2016-10-12,"city"
"19523",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19524",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19525",1,197,2016,"October",44,29,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,0,"Canceled",2016-04-18,"city"
"19526",1,183,2016,"October",44,29,2,1,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,2,"Canceled",2016-09-02,"city"
"19527",1,224,2016,"October",44,29,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,1,"Canceled",2016-10-02,"city"
"19528",1,109,2016,"October",44,29,2,1,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",159.9,0,0,"Canceled",2016-08-02,"city"
"19529",1,54,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"B","B",0,"Non Refund","132","NULL",0,"Transient",95,0,1,"Canceled",2016-10-18,"city"
"19530",1,54,2016,"October",44,29,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","132","NULL",0,"Transient",95,0,1,"Canceled",2016-10-18,"city"
"19531",1,184,2016,"October",44,29,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.9,0,1,"Canceled",2016-10-05,"city"
"19532",1,258,2016,"October",44,29,2,1,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,0,"Canceled",2016-03-19,"city"
"19533",1,12,2016,"October",44,29,2,2,2,2,0,"BB","AUT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",202.88,0,1,"Canceled",2016-10-21,"city"
"19534",1,13,2016,"October",44,29,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130.5,0,1,"Canceled",2016-10-27,"city"
"19535",1,226,2016,"October",44,29,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",70,0,0,"Canceled",2016-10-11,"city"
"19536",1,174,2016,"October",44,29,2,2,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",162.9,0,0,"Canceled",2016-05-30,"city"
"19537",1,226,2016,"October",44,29,2,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",70,0,0,"Canceled",2016-10-11,"city"
"19538",1,282,2016,"October",44,29,2,2,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",88.83,0,1,"Canceled",2016-10-08,"city"
"19539",1,174,2016,"October",44,29,2,2,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",214.2,0,0,"Canceled",2016-05-30,"city"
"19540",1,22,2016,"October",44,29,2,2,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",111.25,0,1,"Canceled",2016-10-13,"city"
"19541",1,227,2016,"October",44,29,2,3,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",77.35,0,0,"Canceled",2016-04-18,"city"
"19542",1,95,2016,"October",44,29,2,4,2,2,0,"BB","SVN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9","NULL",0,"Transient",156.45,0,1,"Canceled",2016-10-15,"city"
"19543",1,228,2016,"October",44,29,2,5,3,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",120.34,0,0,"Canceled",2016-10-09,"city"
"19544",1,71,2016,"October",45,30,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",75.54,0,0,"Canceled",2016-08-20,"city"
"19545",1,64,2016,"October",45,30,1,0,1,0,0,"BB","VNM","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",89.1,0,0,"Canceled",2016-10-19,"city"
"19546",1,11,2016,"October",45,30,1,0,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",120,0,1,"Canceled",2016-10-21,"city"
"19547",1,23,2016,"October",45,30,1,0,2,0,0,"BB","DEU","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",130,0,0,"Canceled",2016-10-27,"city"
"19548",1,23,2016,"October",45,30,1,0,2,0,0,"BB","DEU","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",130,0,0,"Canceled",2016-10-27,"city"
"19549",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19550",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19551",1,78,2016,"October",45,30,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.9,0,0,"Canceled",2016-08-15,"city"
"19552",1,150,2016,"October",45,30,2,0,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,0,"Canceled",2016-07-24,"city"
"19553",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19554",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19555",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19556",1,65,2016,"October",45,30,1,0,2,0,0,"SC","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",72.09,0,1,"Canceled",2016-09-01,"city"
"19557",1,46,2016,"October",45,30,1,0,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","E",0,"No Deposit","9","NULL",0,"Transient",99,0,0,"No-Show",2016-10-30,"city"
"19558",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19559",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19560",1,87,2016,"October",45,30,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.9,0,1,"Canceled",2016-09-30,"city"
"19561",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19562",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19563",1,150,2016,"October",45,30,2,0,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,0,"Canceled",2016-07-24,"city"
"19564",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19565",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19566",1,150,2016,"October",45,30,2,0,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",80.1,0,0,"Canceled",2016-07-24,"city"
"19567",1,86,2016,"October",45,30,2,0,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",61.68,0,1,"Canceled",2016-10-13,"city"
"19568",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19569",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19570",1,85,2016,"October",45,30,2,0,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.9,0,1,"Canceled",2016-09-30,"city"
"19571",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19572",1,3,2016,"October",45,30,2,0,1,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",150,0,2,"Canceled",2016-10-29,"city"
"19573",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19574",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19575",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19576",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19577",1,75,2016,"October",45,30,2,0,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","20","NULL",0,"Transient",105,0,0,"Canceled",2016-10-17,"city"
"19578",1,3,2016,"October",45,30,2,0,1,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",150,0,2,"Canceled",2016-10-29,"city"
